type,entry_time,entry_price,sl,tp,lots,spread,profit,exit_time,exit_price,reason,commission
SELL,2025-07-29 17:00:00+00:00,3321.100096592571,3340.6401844831958,3282.019920811321,5.318395435830275e-05,0.0,-27.655402236106173,2025-07-29 18:00:00+00:00,3326.300048828125,SIGNAL_EXIT,0.0
SELL,2025-08-01 07:00:00+00:00,3343.800047535792,3359.840086598292,3311.719969410792,6.461665076188861e-05,0.0,-103.64536023086137,2025-08-01 12:00:00+00:00,3359.840086598292,STOP_LOSS,0.0
SELL,2025-08-11 15:00:00+00:00,3403.899901565229,3430.259862502729,3351.1799796902287,3.892604654151064e-05,0.0,10.12019886455803,2025-08-13 02:00:00+00:00,3401.300048828125,SIGNAL_EXIT,0.0
SELL,2025-08-13 09:00:00+00:00,3409.499998696577,3425.260057290327,3377.979881509077,6.5171146418155e-05,0.0,-39.10269634544867,2025-08-13 10:00:00+00:00,3415.5,SIGNAL_EXIT,0.0
SELL,2025-08-14 13:00:00+00:00,3398.8999013748203,3420.01992090607,3356.6598623123205,4.8446490071824305e-05,0.0,-17.92615224120864,2025-08-18 05:00:00+00:00,3402.60009765625,SIGNAL_EXIT,0.0
SELL,2025-08-19 19:00:00+00:00,3361.800047471683,3376.8600084091827,3331.680125596683,6.782210163440655e-05,0.0,-102.13982013133115,2025-08-20 12:00:00+00:00,3376.8600084091827,STOP_LOSS,0.0
SELL,2025-08-22 08:00:00+00:00,3369.499998025038,3379.740037087538,3349.019919900038,9.874808222199443e-05,0.0,-101.11842193001668,2025-08-22 14:00:00+00:00,3379.740037087538,STOP_LOSS,0.0
BUY,2025-09-02 07:00:00+00:00,3555.8000495813767,3529.2200202845015,3608.9601081751266,3.766257613662143e-05,0.0,200.21447542143622,2025-09-03 00:00:00+00:00,3608.9601081751266,TAKE_PROFIT,0.0
BUY,2025-09-08 18:00:00+00:00,3674.3999034265607,3655.5398448328106,3712.1200206140606,5.414054360296128e-05,0.0,204.21876492986482,2025-09-09 14:00:00+00:00,3712.1200206140606,TAKE_PROFIT,0.0
SELL,2025-09-18 07:00:00+00:00,3670.9999991805516,3696.4199210555516,3620.1601554305516,4.097241943794577e-05,0.0,-104.15157011423129,2025-09-18 08:00:00+00:00,3696.4199210555516,STOP_LOSS,0.0
SELL,2025-09-18 17:00:00+00:00,3679.3000478992035,3701.4999990710785,3634.9001455554535,4.6446072612861676e-05,0.0,-56.6639861147029,2025-09-19 05:00:00+00:00,3691.5,SIGNAL_EXIT,0.0
BUY,2025-09-22 15:00:00+00:00,3760.000000918847,3737.679981387597,3804.640039981347,4.594234983010302e-05,0.0,205.08682910388347,2025-09-23 08:00:00+00:00,3804.640039981347,TAKE_PROFIT,0.0
BUY,2025-10-06 08:00:00+00:00,3965.8000495860547,3938.200049586055,4021.0000495860545,3.789647929093506e-05,0.0,209.18856568596084,2025-10-08 01:00:00+00:00,4021.0000495860545,TAKE_PROFIT,0.0
BUY,2025-10-13 18:00:00+00:00,4123.299805489049,4096.679785957798,4176.539844551548,4.0077419317667464e-05,0.0,213.37233699968007,2025-10-14 03:00:00+00:00,4176.539844551548,TAKE_PROFIT,0.0
SELL,2025-10-21 15:00:00+00:00,4151.999999763435,4243.999999763435,3967.999999763435,1.1828249116286653e-05,0.0,64.22716140113097,2025-10-23 01:00:00+00:00,4097.7001953125,SIGNAL_EXIT,0.0
SELL,2025-10-24 11:00:00+00:00,4068.199950639989,4109.3599604056135,3985.8799311087387,2.6594299687282006e-05,0.0,-109.46216348384756,2025-10-24 12:00:00+00:00,4109.3599604056135,STOP_LOSS,0.0
SELL,2025-10-24 13:00:00+00:00,4096.2998042732515,4148.619921460751,3991.6595698982514,2.0712404267110576e-05,0.0,-108.36754184900965,2025-10-24 14:00:00+00:00,4148.619921460751,STOP_LOSS,0.0
SELL,2025-10-27 09:00:00+00:00,4055.399901840543,4098.039940903043,3970.119823715543,2.5160358383646818e-05,0.0,214.56773286103947,2025-10-28 06:00:00+00:00,3970.119823715543,TAKE_PROFIT,0.0
SELL,2025-10-28 07:00:00+00:00,3958.1999507300925,4007.7399409644677,3859.1199702613426,2.2089133090542874e-05,0.0,-41.969353847890716,2025-10-29 04:00:00+00:00,3977.199951171875,SIGNAL_EXIT,0.0
SELL,2025-10-30 07:00:00+00:00,3989.100097258984,4043.980126555859,3879.3400386652343,1.986330029653587e-05,0.0,33.56926767835733,2025-10-30 13:00:00+00:00,3972.199951171875,SIGNAL_EXIT,0.0
SELL,2025-11-03 07:00:00+00:00,4028.199950593632,4066.019872468632,3952.5601068436317,2.8912154620212318e-05,0.0,-23.129725367995214,2025-11-03 08:00:00+00:00,4036.199951171875,SIGNAL_EXIT,0.0
SELL,2025-11-04 07:00:00+00:00,3993.4999993641354,4027.8199700672603,3924.8600579578856,3.179322225756436e-05,0.0,11.763334973337367,2025-11-05 09:00:00+00:00,3989.800048828125,SIGNAL_EXIT,0.0
BUY,2025-11-10 08:00:00+00:00,4083.399903141063,4055.999903141063,4138.199903141063,3.986564926769651e-05,0.0,218.46375798697758,2025-11-11 00:00:00+00:00,4138.199903141063,TAKE_PROFIT,0.0
SELL,2025-11-14 14:00:00+00:00,4056.3999019936036,4120.039843399853,3929.1200191811035,1.750732544867116e-05,0.0,-16.281898765264355,2025-11-18 14:00:00+00:00,4065.699951171875,SIGNAL_EXIT,0.0
SELL,2025-11-20 09:00:00+00:00,4062.399901847747,4107.260009269622,3972.679687003997,2.4800140699497134e-05,0.0,-5.70415468541562,2025-11-20 18:00:00+00:00,4064.699951171875,SIGNAL_EXIT,0.0
SELL,2025-11-20 20:00:00+00:00,4084.1999507359806,4135.219921439106,3982.1600093297307,2.1794731456409983e-05,0.0,15.038150915728293,2025-11-20 21:00:00+00:00,4077.300048828125,SIGNAL_EXIT,0.0
SELL,2025-11-21 07:00:00+00:00,4030.199950515347,4064.119921218472,3962.360009109097,3.282639555397683e-05,0.0,-111.34703754800807,2025-11-21 12:00:00+00:00,4064.119921218472,STOP_LOSS,0.0
SELL,2025-11-21 13:00:00+00:00,4064.4999995348785,4111.899901878629,3969.7001948473785,2.3256074743171632e-05,0.0,-81.62905054032738,2025-11-21 17:00:00+00:00,4099.60009765625,SIGNAL_EXIT,0.0
SELL,2025-12-08 16:00:00+00:00,4211.499999664158,4276.6600582579085,4081.1798824766583,1.6792077697367262e-05,0.0,-36.4391371375027,2025-12-09 11:00:00+00:00,4233.2001953125,SIGNAL_EXIT,0.0
BUY,2025-12-22 14:00:00+00:00,4458.399903261705,4434.639942324205,4505.919825136705,4.589775445448386e-05,0.0,218.1057705915023,2025-12-23 01:00:00+00:00,4505.919825136705,TAKE_PROFIT,0.0
SELL,2025-12-29 15:00:00+00:00,4378.600097375427,4457.8202145629275,4220.159863000427,1.4041123258931099e-05,0.0,-3.7906923131852595,2025-12-30 15:00:00+00:00,4381.2998046875,SIGNAL_EXIT,0.0
